traditionsreich,steeped in tradition
Die Überstunde,overtime
Der Umgang,handling
Die Umschulung,re-training
unbefristet,indefinite
Das Unternehmen,company
Der Urlaubstag,paid leave
verabreden,to arrange
Die Vergütung,remuneration
Die Verstärkung,enhancement
weiterhelfen,to help out
Die Weiterleitung,forwarding
Das Werkzeug,work tools
zaubern,to conjure
zeitlich,on time
Der Zeitpunkt,point in time
zusätzlich,additional
Die Zusatzqualifikation,additional qualifications
Die Zuverlässigkeit,reliability
abdrehen,to change course
abheften,to file away
allerdings,however
anmachen,to turn on
ansehen,to look at
aufdrehen,to open
aufmachen,to open
ausschalten,to turn off
ausschlafen,to sleep in
Das Besprechungszimmer,meeting room
Der Büroalltag,office life
der/die Büroassistent/in,office assistant
Der Büroraum,office space
Die Dienstleistung,service
drinnen,inside
einschalten,to turn on
Die Energiekosten (Pl.),energy costs
Die Energieverschwendung,waste of energy
der/die Handwerker/in,workman
Die Heizkosten (Pl.),heating costs
indem,by
kippen,to tilt
der/die König/in,king
Der Kopierer,copying machine
langfristig,long-term
mehrmals,multiple times
Die Million,million
mitdenken,to follow a thought
offen,open
Die Privatnummer,private number
rasieren,to shave
Die Reinigungsfirma,cleaning company
Der Reinigungsvertrag,cleaning contract
senken,to reduce
stinksauer (ugs.),furious
Der Strom,electricity
Der Stromanbieter,electricity provider
Die Stromkosten (Pl.),electricity costs
tropfen,to drip
übergeben,to be sick
unnötig,unnecessary
Der Verbrauch,use
verschwenden,to waste
Das Vertragsende,contract end
Die Vertragsnummer,contract number
Die Wärme,warmth
Der Wasserhahn,tap
Die Weise,manner
zudrehen,to turn off
zumachen,to close
Die Zusammenarbeit,cooperation
zusammenarbeiten,to work together
abnehmen,to lose weight
achten,to be careful
Die Allergie,allergy
allergisch,allergic
Der Anbau,cultivation
angewöhnen,to get used to
auseinandersetzen,to discuss
ausgewogen,balanced
ausprobieren,to try
bedenklich,questionable
Die Bedingung,condition
behaupten,to claim
Die Berufstätigkeit,professional activity
Die Bevölkerung,population
bewusst,conscious
bio (=biologisch),organic
Das Bioprodukt,organic produce
bloß,purely
der/die Diabetiker/in,diabetic
Der Döner,kebab
durchschnittlich,average
Das Einkommen,income
einseitig,one-sided
Das Eiweiß,protein
erkennen,to recognise
Die Ernährung,nutrition
der/die Esser/in,eater
Das Fertiggericht,ready meal
fett,fat
fix,quick
fleischfrei,meat-free
fleischlos,vegetarian
Der Freundeskreis,circle of friends
Der Frust,frustration
furchtbar,terrible
Der Gang(Gänge),course
der/die Gemüsehändler/in,greengrocer
der Geschmack,taste
Das Getreide,grain
glutenfrei,gluten-free
grundsätzlich,basically
Der Hartweizen,durum wheat
Die Haselnuss(Hauptgründe),hazelnut
Der Hauptgrund(Hauptgründe),main reason
Die Hülsenfrucht,pulse
industriell,industrial
Die Institution,institution
irgendwelche,any
irgendwer,anyone
Das Kochbuch,cookery book
kulinarisch,culinary
laktosefrei,lactose-free
Die Laune,mood
leiden,to suffer
Die Massentierhaltung,livestock farming
Der Milchzucker,milk sugar
moralisch,morally
Der Nährstoff,nutrient
Das Nahrungsmittel,foodstuff
nebenbei,incidentally
Die Nuss,nut
präsentieren,to present
problemlos,unproblematic
Der Quark,quark
reduzieren,to reduce
Die Studie,study
Die Tiefkühlpizza,frozen pizza
tierisch,animalistic
Der Trend,trend
überzeugen,to convince
vegan,vegan
der/die Veganer/in,vegan
vereinbar,compatible
versorgen,to provide for
vertragen,to tolerate
Der Verzehr,consumption
verzichten,to avoid
vorbeigehen,to walk past
Der Wert(Werte),value
Die Wurst(Würste),sausage
Der Zeitmangel,lack of time
Der Zeitungsbericht,report in the newspaper
zufällig,incidentally
zunehmen,to gain weight
der Zusatzstoff,additives
abdecken,to cover
absichtlich,intentional
anfahren,to bump into
ärztlich,medical
aufkommen,to pay
ausparken,to reverse out
Der Außenspiegel,wing mirror
der/die Autofahrer/in,car driver
Die Automarke,car make
Das Autoteil,car part
Die Autoversicherung,car insurance
Das Benzin,petrol
beschädigen,to damage
betrunken,drunk
Der Blinker,indicator
bremsen,to brake
Das Dach,roof
Der Diebstahl,theft
Das Dorf,village
einbrechen,to break in
der/die Einbrecher/in,burglar
Der Einbruch,burglary
einparken,to pull in
Die Fahrerseite,driver's side
der/die Freiwillige,volunteer
frustriert,frustrated
Der Gebrauchtwagen,used vehicle
Die Haftpflicht,liability
die Haftpflichtversicherung,liability insurance
Der Hagel,hail
Der Hügel,hill
Die Kaskoversicherung,hull insurance
Der Kilometer,kilometre
Der Kofferraum,car boot
korrekt,correct
krachen,to crash
Der Kratzer,scratch
lenken,to steer
lohnen,to pay
Der Motor,motor
Die Motorhaube,bonnet
der/die Motorradfahrer/in,motocyclist
nachdenken,to think about
Der Neuwagen,new vehicle
Das Nummernschild,number plate
Der Oldtimer,vintage car
optimistisch,optimistic
parken,to park
Die Parklücke,parking space
Der Personenschaden,personal injury
PS (=Pferdestärke),HP (=horsepower)
quietschen,to screech
regulieren,to regulate
Die Regulierung,regulation
Der Reifen(Reifen),tyre
Das Rücklicht(Rücklichter),tail light
Die Rückscheibe,rear window
rückwärts,backwards
rutschen,to slide
Der Sachschaden,property damage
Der Schadensfall,damage claim
Die Scheibe(Scheiben),windscreen
Der Scheinwerfer,headlight
Der Schläger,bat
schwingen,to swing
Der Sinn,meaning
Der Sportwagen,sports car
Die Stoßstange,bumper
Der Straßenrand,roadside
Der Straßenverkehr,traffic
Der Sturm,storm
das/der Sport Utiliy Vehicle (SUV),sport utility vehicle (SUV)
Die Teilkaskoversicherung (Teilkasko),partial coverage insurance
überraschen,to surprise
Die Überschwemmung,flood
umfallen,to fall over
umso,all the (more)
Der Unfall(Unfälle),accident
Die Unfallgefahr,risk of accident
verletzen,to injure
versehentlich,accidental
versichern,to insure
der/die Versicherungsberater/in,insurance advisor
Der Versicherungsschutz,insurance cover
verursachen,to cause
Die Vollkaskoversicherung (Vollkasko),full comprehensive insurance
vorschreiben,to stipulate
vorsichtig,careful
wegfahren,to drive away
Die Windschutzscheibe,windscreen
zulassen,to allow
zusammenstoßen,to collide
Die Zusatzversicherung,additional insurance
